locus tag	gene name	start	end	gene length	amino acid length	strand
SL1344_3006	stdC	3209159	3209902	744	247	-1
SL1344_3732	SL1344_3732	3989128	3989871	744	247	-1
SL1344_3751	SL1344_3751	4005752	4006495	744	247	-1
SL1344_0145	nadC	168377	169123	747	248	-1
SL1344_0595	dsbG	668750	669496	747	248	-1
SL1344_0805	glnH	895525	896271	747	248	-1
SL1344_0925	kdsB	1031231	1031977	747	248	1
SL1344_1035	copR	1139959	1140705	747	248	-1
SL1344_1076	csgG	1184165	1184911	747	248	-1
SL1344_1221	mipA	1321042	1321788	747	248	1
SL1344_1305	sufC	1411048	1411794	747	248	1
SL1344_1441	ydfG	1545656	1546402	747	248	-1
SL1344_1842	cutC	1958592	1959338	747	248	-1
SL1344_2088	wcaE	2192034	2192780	747	248	-1
SL1344_2122	yegW	2237195	2237941	747	248	-1
SL1344_2223E	ccmC2	2349316	2350062	747	248	-1
SL1344_2561	SL1344_2561	2744721	2745467	747	248	-1
SL1344_2919	SL1344_2919	3102098	3102844	747	248	-1
SL1344_3041	yggE	3247469	3248215	747	248	-1
SL1344_3911	pldA	4183291	4184037	747	248	1
SL1344_4033	fpr	4313815	4314561	747	248	-1
SL1344_0821	moeB	914223	914972	750	249	-1
SL1344_0953	SL1344_0953	1063797	1064546	750	249	1
SL1344_1276	btuD	1378047	1378796	750	249	1
SL1344_1343	ssaJ	1447129	1447878	750	249	1
SL1344_3060	SL1344_3060	3267800	3268549	750	249	-1
SL1344_3735	SL1344_3735	3991828	3992577	750	249	-1
SL1344_4313	yjfP	4642780	4643529	750	249	1
SL1344_P1_0014	traF	16422	17171	750	249	-1
SL1344_0198	stfD	233974	234726	753	250	1
SL1344_0663	nagD	740304	741056	753	250	-1
SL1344_0749	gpmA	835617	836369	753	250	-1
SL1344_1319	ttrB	1427285	1428037	753	250	-1
SL1344_1591	fnr	1711227	1711979	753	250	1
SL1344_1636	yciT	1755765	1756517	753	250	1
SL1344_1880	yecC	1998180	1998932	753	250	-1
SL1344_3315	SL1344_3315	3532871	3533623	753	250	-1
SL1344_3585	yhjQ	3824788	3825540	753	250	-1
SL1344_4255	phoN	4584169	4584921	753	250	-1
SL1344_0256	gloB	301353	302108	756	251	-1
SL1344_0586	entA	659409	660164	756	251	1
SL1344_0773	bioC	861603	862358	756	251	1
SL1344_1115	flgF	1217182	1217937	756	251	1
SL1344_1265	SL1344_1265	1365483	1366238	756	251	1
SL1344_1826	znuC	1945006	1945761	756	251	1
SL1344_2361	vacJ	2501479	2502234	756	251	-1
SL1344_2846	sprB	3033543	3034298	756	251	-1
SL1344_3500	SL1344_3500	3719301	3720056	756	251	-1
SL1344_3816	yieE	4077661	4078416	756	251	1
SL1344_3924	ubiE	4198836	4199591	756	251	1
SL1344_4013	cdha	4296024	4296779	756	251	1
SL1344_4314	yjfQ	4643526	4644281	756	251	-1
SL1344_3489	glpR	3707770	3708527	758	251,6666667	-1
SL1344_0222	uppS	259351	260109	759	252	1
SL1344_0331	stbE	378459	379217	759	252	-1
SL1344_0789	ybhP	877605	878363	759	252	-1
SL1344_0840	deoR	936005	936763	759	252	-1
SL1344_1252	celG	1353165	1353923	759	252	1
SL1344_1262	ydiY	1363164	1363922	759	252	1
SL1344_1292	aroD	1396470	1397228	759	252	-1
SL1344_2277	yfbB	2412587	2413345	759	252	-1
SL1344_2851	prgK	3037572	3038330	759	252	-1
SL1344_3014	SL1344_3014	3218295	3219053	759	252	-1
SL1344_3053	yggG	3259380	3260138	759	252	1
SL1344_3449	gph	3658763	3659521	759	252	-1
SL1344_3558	yhiQ	3784500	3785258	759	252	-1
SL1344_4101	thiF	4400436	4401194	759	252	-1
SL1344_P1_0097	srgC	89117	89875	759	252	1
SL1344_0035	SL1344_0035	38773	39534	762	253	-1
SL1344_0334	stbB	383064	383825	762	253	-1
SL1344_0916	ycaL	1020627	1021388	762	253	1
SL1344_1563	SL1344_1563	1680744	1681505	762	253	1
SL1344_1649	yciK	1771222	1771983	762	253	1
SL1344_2149	yohF	2265718	2266479	762	253	-1
SL1344_2386	yfeN	2533663	2534424	762	253	1
SL1344_2392	cysZ	2540022	2540783	762	253	1
SL1344_2894	hyi	3080608	3081369	762	253	-1
SL1344_2906	surE	3091039	3091800	762	253	-1
SL1344_2995	kduD	3199036	3199797	762	253	-1
SL1344_3514	SL1344_3514	3738922	3739683	762	253	1
SL1344_3922	udp	4196409	4197170	762	253	1
SL1344_4232	adiY	4558930	4559691	762	253	-1
SL1344_0151	pdhR	175320	176084	765	254	1
SL1344_0336	SL1344_0336	385057	385821	765	254	1
SL1344_1250	celD	1350908	1351672	765	254	1
SL1344_1288	ydiQ	1391363	1392127	765	254	-1
SL1344_1642	pgpB	1760002	1760766	765	254	-1
SL1344_2012	pocR	2112114	2112878	765	254	-1
SL1344_2039	phsC	2135036	2135800	765	254	-1
SL1344_2525	yfhG	2703125	2703889	765	254	-1
SL1344_2898	ygbI	3084385	3085149	765	254	1
SL1344_4029	SL1344_4029	4310847	4311611	765	254	1
SL1344_4413	idnO	4747757	4748521	765	254	-1
SL1344_0105	yabI	122607	123374	768	255	1
SL1344_0165	SL1344_0165	193400	194167	768	255	1
SL1344_0304	yafV	351199	351966	768	255	-1
SL1344_0307	yafJ	355550	356317	768	255	1
SL1344_0601	SL1344_0601	676025	676792	768	255	1
SL1344_2647	trmD	2826449	2827216	768	255	-1
SL1344_2827	hycG	3015151	3015918	768	255	-1
SL1344_3187	yqjH	3399864	3400631	768	255	-1
SL1344_3527	livG	3750691	3751458	768	255	-1
SL1344_3576	yhjH	3807909	3808676	768	255	-1
SL1344_4030	tpiA	4311703	4312470	768	255	-1
SL1344_P1_0067	spvA	62925	63692	768	255	1
SL1344_0076	fixA	88687	89457	771	256	1
SL1344_0174	yadH	203100	203870	771	256	1
SL1344_0254	yafE	299088	299858	771	256	1
SL1344_0498	ybbO	564417	565187	771	256	-1
SL1344_0678	ybfF	757647	758417	771	256	-1
SL1344_0704	SL1344_0704	786747	787517	771	256	1
SL1344_1530	pdgL	1646807	1647577	771	256	-1
SL1344_3476	bioH	3689410	3690180	771	256	-1
SL1344_4099	thiG	4399483	4400253	771	256	-1
SL1344_0005	yaaA	5114	5887	774	257	-1
SL1344_0278	sciQ	322396	323169	774	257	1
SL1344_0758	modA	844929	845702	774	257	1
SL1344_2005	cbiF	2105475	2106248	774	257	-1
SL1344_2069	rfbF	2171065	2171838	774	257	-1
SL1344_2817	srlR	3004213	3004986	774	257	1
SL1344_3164	ygiE	3373790	3374563	774	257	1
SL1344_3235	gatR	3452174	3452947	774	257	1
SL1344_3821	pstB	4082051	4082824	774	257	-1
SL1344_4105	nudC	4404662	4405435	774	257	1
SL1344_4244	SL1344_4244	4576234	4577007	774	257	1
SL1344_4437	uxuR	4781635	4782408	774	257	1
SL1344_4491	yjjV	4838563	4839336	774	257	1
SL1344_0511	gip	578749	579525	777	258	1
SL1344_0748	SL1344_0748	834750	835526	777	258	1
SL1344_0927	ycbC	1033061	1033837	777	258	-1
SL1344_2054	hisF	2153085	2153861	777	258	1
SL1344_2320	hisP	2459847	2460623	777	258	-1
SL1344_2497	sseBb	2672948	2673724	777	258	-1
SL1344_3658	lctR	3908879	3909655	777	258	1
SL1344_4072	argB	4361963	4362739	777	258	1
SL1344_4373	SL1344_4373	4705560	4706336	777	258	1
SL1344_P2_0030	ycfA	20205	20981	777	258	1
SL1344_0253	yafD	298231	299010	780	259	1
SL1344_0496	ybbM	562638	563417	780	259	1
SL1344_1022	SL1344_1022	1129068	1129847	780	259	1
SL1344_1160	potC	1264891	1265670	780	259	-1
SL1344_1355	ssaT	1456507	1457286	780	259	1
SL1344_2815	gutD	3002801	3003580	780	259	1
SL1344_3069	yggJ	3276843	3277622	780	259	1
SL1344_3459	comA	3667272	3668051	780	259	-1
SL1344_3929	tatC	4202858	4203637	780	259	1
SL1344_4468	SL1344_4468	4816441	4817220	780	259	1
SL1344_1116	flgG	1217951	1218733	783	260	1
SL1344_1338	sseF	1444827	1445609	783	260	1
SL1344_1672	SL1344_1672	1791592	1792374	783	260	-1
SL1344_2261	yfaX	2397149	2397931	783	260	-1
SL1344_2323	hisJ	2462207	2462989	783	260	-1
SL1344_2324	argT	2463227	2464009	783	260	-1
SL1344_2945	yqcB	3137007	3137789	783	260	-1
SL1344_3284	yrbE	3499573	3500355	783	260	-1
SL1344_P1_0076	rsdB	71594	72376	783	260	-1
SL1344_0071	caiD	81728	82513	786	261	-1
SL1344_0519	ylbA	587415	588200	786	261	-1
SL1344_1491	SL1344_1491	1599483	1600268	786	261	-1
SL1344_1827	znuB	1945758	1946543	786	261	1
SL1344_3760	SL1344_3760	4016148	4016933	786	261	1
SL1344_P2_0017	resA	12854	13639	786	261	1
SL1344_0229	lpxA	266991	267779	789	262	1
SL1344_0281	sciT	327706	328494	789	262	1
SL1344_0619	SL1344_0619	693144	693932	789	262	1
SL1344_0732	ybgF	817236	818024	789	262	1
SL1344_0756	modE	843696	844484	789	262	-1
SL1344_1179	envF	1285042	1285830	789	262	-1
SL1344_1199	aadA	1303449	1304237	789	262	1
SL1344_1631	fabI	1748989	1749777	789	262	1
SL1344_3725	marT	3979512	3980300	789	262	-1
SL1344_3765	SL1344_3765	4020011	4020799	789	262	1
SL1344_4481	fhuF	4828720	4829508	789	262	-1
SL1344_0156	SL1344_0156	183046	183837	792	263	-1
SL1344_0183	panB	212482	213273	792	263	-1
SL1344_0710	nei	793336	794127	792	263	1
SL1344_0877	ybjE	971296	972087	792	263	-1
SL1344_1045	hpaI	1149495	1150286	792	263	1
SL1344_1548	SL1344_1548	1663420	1664211	792	263	1
SL1344_1771	kdgR	1895239	1896030	792	263	-1
SL1344_2002	cbiJ	2102926	2103717	792	263	-1
SL1344_2408	ucpA	2554315	2555106	792	263	-1
SL1344_2651	corE	2829917	2830708	792	263	1
SL1344_2867	spaR	3055166	3055957	792	263	-1
SL1344_3312	yhcK	3530564	3531355	792	263	-1
SL1344_0166	speD	194197	194991	795	264	-1
SL1344_0216	map	253048	253842	795	264	-1
SL1344_0489	ybaP	555572	556366	795	264	-1
SL1344_0578	fepC	650273	651067	795	264	-1
SL1344_1215	yeaM	1313040	1313834	795	264	1
SL1344_1623	sapB	1742349	1743143	795	264	1
SL1344_1910	fliR	2023919	2024713	795	264	1
SL1344_2001	cbiK	2102129	2102923	795	264	-1
SL1344_2013	pduF	2113242	2114036	795	264	-1
SL1344_2979	thyA	3179479	3180273	795	264	-1
SL1344_3930	tatD	4203667	4204461	795	264	1
SL1344_0193	fhuC	225973	226770	798	265	1
SL1344_0420	phnV	478846	479643	798	265	-1
SL1344_0961	SL1344_0961	1068076	1068873	798	265	1
SL1344_1139	ycfH	1241419	1242216	798	265	1
SL1344_1194	SL1344_1194	1299380	1300177	798	265	1
SL1344_1977	yeeI	2080066	2080863	798	265	1
SL1344_2124	thiM	2238764	2239561	798	265	-1
SL1344_2929	SL1344_2929	3115396	3116193	798	265	-1
SL1344_3687	rfaP	3937262	3938059	798	265	-1
SL1344_4494	deoC	4841993	4842790	798	265	1
SL1344_0207	btuF	241265	242065	801	266	-1
SL1344_0319	SL1344_0319	368675	369475	801	266	-1
SL1344_0666	nagB	743542	744342	801	266	-1
SL1344_1570	ydcF	1687323	1688123	801	266	-1
SL1344_1760	SL1344_1760	1887122	1887922	801	266	1
SL1344_1883	fliY	2000758	2001558	801	266	-1
SL1344_2123	thiD	2237977	2238777	801	266	-1
SL1344_2933	mazG	3122073	3122873	801	266	-1
SL1344_3632	yiaJ	3875924	3876724	801	266	-1
SL1344_3916	yigL	4188437	4189237	801	266	1
SL1344_P2_0061	traT	52422	53222	801	266	-1
SL1344_0250	dkgB	295060	295863	804	267	1
SL1344_0928	smtA	1033973	1034776	804	267	1
SL1344_1044	hpaH	1148681	1149484	804	267	1
SL1344_1863	otsB	1982263	1983066	804	267	-1
SL1344_2258	SL1344_2258	2393756	2394559	804	267	-1
SL1344_2430	eutT	2574272	2575075	804	267	-1
SL1344_2508	suhB	2682152	2682955	804	267	1
SL1344_2718	SL1344_2718	2895264	2896067	804	267	-1
SL1344_3971	yihW	4257193	4257996	804	267	1
SL1344_P3_0014	aph3Ib	7851	8654	804	267	-1
SL1344_0605	rna	679477	680283	807	268	-1
SL1344_1237	xthA	1337795	1338601	807	268	-1
SL1344_1545	SL1344_1545	1661385	1662191	807	268	1
SL1344_1626	sapF	1745014	1745820	807	268	1
SL1344_1658	trpA	1781125	1781931	807	268	1
SL1344_2967	ygdL	3160305	3161111	807	268	-1
SL1344_3013	SL1344_3013	3217204	3218010	807	268	1
SL1344_3229	SL1344_3229	3446530	3447336	807	268	1
SL1344_0381	proC	438742	439551	810	269	-1
SL1344_0524	ylbF	593793	594602	810	269	1
SL1344_0818	ybiV1	909721	910530	810	269	1
SL1344_1135	pabC	1237942	1238751	810	269	1
SL1344_1701	ychA	1828152	1828961	810	269	-1
SL1344_1764	rrmA	1890275	1891084	810	269	-1
SL1344_2351	yfcA	2490620	2491429	810	269	-1
SL1344_2490	SL1344_2490	2659201	2660010	810	269	-1
SL1344_2824	SL1344_2824	3013445	3014254	810	269	-1
SL1344_3443	nirC	3648130	3648939	810	269	1
SL1344_3681	rfaZ	3932121	3932930	810	269	-1
SL1344_3692	mutM	3942445	3943254	810	269	-1
SL1344_4353	iolB	4683687	4684496	810	269	-1
SL1344_0095	djlA	108427	109239	813	270	1
SL1344_0426	phnX	484804	485616	813	270	1
SL1344_1193	SL1344_1193	1298574	1299386	813	270	1
SL1344_1743	minD	1869671	1870483	813	270	1
SL1344_2337	truA	2478178	2478990	813	270	-1
SL1344_3285	yrbF	3500363	3501175	813	270	-1
SL1344_3921	dlhH	4195338	4196150	813	270	-1
SL1344_4401	miaE	4733928	4734740	813	270	1
SL1344_0246	metQ	285514	286329	816	271	-1
SL1344_0843	SL1344_0843	939042	939857	816	271	-1
SL1344_1914	mngB	2026517	2027332	816	271	1
SL1344_1996	cbiO	2098914	2099729	816	271	-1
SL1344_2952	exo	3145060	3145875	816	271	1
SL1344_3643	SL1344_3643	3886136	3886951	816	271	-1
SL1344_3838	atpB	4100663	4101478	816	271	-1
SL1344_4365	iolI2	4699954	4700769	816	271	1
SL1344_P3_0001	sulII	27	842	816	271	-1
SL1344_0451	cof	513718	514536	819	272	1
SL1344_0509	allR	576052	576870	819	272	1
SL1344_0761	ybhA	847453	848271	819	272	-1
SL1344_1838	yecE	1955338	1956156	819	272	1
SL1344_1964	SL1344_1964	2069149	2069967	819	272	-1
SL1344_2511	asrB	2685207	2686025	819	272	1
SL1344_2731	SL1344_2731	2909966	2910784	819	272	1
SL1344_3368	SL1344_3368	3594748	3595566	819	272	-1
SL1344_3420	fkpA	3626353	3627171	819	272	-1
SL1344_3826	SL1344_3826	4087525	4088343	819	272	-1
SL1344_P2_0075	traI	64339	65157	819	272	-1
SL1344_0065	dapB	74020	74841	822	273	1
SL1344_0091	ksgA	102666	103487	822	273	-1
SL1344_0299	ybeJ	346452	347273	822	273	1
SL1344_1158	cobB	1262917	1263738	822	273	1
SL1344_1414	SL1344_1414	1517822	1518643	822	273	-1
SL1344_2842	sitB	3029861	3030682	822	273	1
SL1344_3404	rplB	3615285	3616106	822	273	-1
SL1344_3665	cysE	3915432	3916253	822	273	-1
SL1344_4422	SL1344_4422	4761955	4762776	822	273	-1
SL1344_0214	dapD	249285	250109	825	274	-1
SL1344_0264	sciE	309104	309928	825	274	-1
SL1344_0531	SL1344_0531	600052	600876	825	274	-1
SL1344_0907	pflA	1009255	1010079	825	274	-1
SL1344_1145	thiK	1247914	1248738	825	274	1
SL1344_1502	yddG	1610677	1611501	825	274	1
SL1344_2047	yeeZ	2146146	2146970	825	274	-1
SL1344_2352	mepA	2491429	2492253	825	274	-1
SL1344_2551	SL1344_2551	2731592	2732416	825	274	-1
SL1344_3178	bacA	3391272	3392096	825	274	-1
SL1344_3628	bax	3870706	3871530	825	274	-1
SL1344_4122	iclR	4428500	4429324	825	274	-1
SL1344_4355	SL1344_4355	4686466	4687290	825	274	1
SL1344_P2_0079	traE	67938	68762	825	274	-1
SL1344_0490	SL1344_0490	556452	557279	828	275	-1
SL1344_1245	nadE	1346972	1347799	828	275	-1
SL1344_1969	SL1344_1969	2074183	2075010	828	275	1
SL1344_2219	SL1344_2219	2341636	2342463	828	275	-1
SL1344_2727	SL1344_2727	2904537	2905364	828	275	-1
SL1344_3139	dkgA	3346109	3346936	828	275	1
SL1344_3157	cpdA	3367167	3367994	828	275	-1
SL1344_3901	dapF	4173804	4174631	828	275	1
SL1344_3994	rhaD	4276520	4277347	828	275	-1
SL1344_0131	ftsQ	153536	154366	831	276	1
SL1344_0503	sfbA	570600	571430	831	276	1
SL1344_0870	ybjR	962224	963054	831	276	1
SL1344_1598	SL1344_1598	1717202	1718032	831	276	-1
SL1344_1858	motA	1977691	1978521	831	276	-1
SL1344_2310	SL1344_2310	2451811	2452641	831	276	-1
SL1344_3163	ygiD	3372861	3373691	831	276	-1
SL1344_3491	glpG	3708621	3709451	831	276	-1
SL1344_0707	SL1344_0707	790296	791129	834	277	1
SL1344_1282	ydiA	1383453	1384286	834	277	-1
SL1344_1703	hemK	1829351	1830184	834	277	-1
SL1344_1973	SL1344_1973	2077110	2077943	834	277	1
SL1344_2385	flhAb	2532574	2533407	834	277	-1
SL1344_2406	cysU	2552308	2553141	834	277	-1
SL1344_2692	SL1344_2692	2873445	2874278	834	277	-1
SL1344_3225	agaR	3442143	3442976	834	277	-1
SL1344_4350	iolR	4679122	4679955	834	277	1
SL1344_4359	iolI1	4690940	4691773	834	277	1
SL1344_2996	kduI	3199854	3200690	837	278	-1
SL1344_3002	yohM	3205639	3206475	837	278	1
SL1344_3451	dam	3660209	3661045	837	278	-1
SL1344_3986	fdhD	4269441	4270277	837	278	1
SL1344_3997	rhaS	4280503	4281339	837	278	1
SL1344_4469	SL1344_4469	4817210	4818046	837	278	1
SL1344_0202	SL1344_0202	236260	237099	840	279	1
SL1344_2425	eutJ	2570263	2571102	840	279	-1
SL1344_P3_0004	repA	1988	2827	840	279	-1
SL1344_0160	SL1344_0160	188511	189353	843	280	-1
SL1344_1687	purU	1808421	1809263	843	280	1
SL1344_2092	wcaA	2195687	2196529	843	280	-1
SL1344_2495	SL1344_2495	2670622	2671464	843	280	1
SL1344_2741	SL1344_2741	2917473	2918315	843	280	-1
SL1344_3094	SL1344_3094	3299429	3300271	843	280	-1
SL1344_3561	yhiR	3788971	3789813	843	280	1
SL1344_0028	bcfH	31274	32119	846	281	1
SL1344_0104	araC	121643	122488	846	281	1
SL1344_0739	SL1344_0739	824734	825579	846	281	-1
SL1344_0857	potI	950938	951783	846	281	1
SL1344_1513	nhoA	1625228	1626073	846	281	-1
SL1344_1600	SL1344_1600	1720110	1720955	846	281	-1
SL1344_2633	SL1344_2633	2816803	2817648	846	281	-1
SL1344_3521	ugpE	3745890	3746735	846	281	-1
SL1344_3565	SL1344_3565	3793792	3794637	846	281	-1
SL1344_3798	yidA	4055519	4056364	846	281	-1
SL1344_4036	glpF	4317309	4318154	846	281	-1
SL1344_P3_0013	strB	7015	7860	846	281	-1
SL1344_0089	apaH	101427	102275	849	282	-1
SL1344_1201	SL1344_1201	1305044	1305892	849	282	1
SL1344_1719	hyaF	1846323	1847171	849	282	1
SL1344_2534	yfhH	2715305	2716153	849	282	1
SL1344_2844	sitD	3031530	3032378	849	282	1
SL1344_2948	queF	3139344	3140192	849	282	1
SL1344_3266	folP	3484442	3485290	849	282	-1
SL1344_3858	yifA	4127090	4127938	849	282	-1
SL1344_3961	SL1344_3961	4245443	4246291	849	282	-1
SL1344_3998	rhaR	4281492	4282340	849	282	1
SL1344_4334	ytfG	4658760	4659608	849	282	-1
SL1344_P2_0005	yacC	2982	3830	849	282	1
SL1344_P2_0047	ydiA	32467	33315	849	282	1
SL1344_P3_0003	repC	1150	1998	849	282	-1
SL1344_0218	tsf	255276	256127	852	283	1
SL1344_1042	hpaD	1147297	1148148	852	283	1
SL1344_1707	ipk	1833497	1834348	852	283	1
SL1344_3711	SL1344_3711	3960279	3961130	852	283	-1
SL1344_3966	yihR	4252183	4253034	852	283	-1
SL1344_4066	yijO	4353735	4354586	852	283	-1
SL1344_4080	murI	4371337	4372188	852	283	1
SL1344_0147	ampE	169918	170772	855	284	1
SL1344_0182	panC	211502	212356	855	284	-1
SL1344_0497	ybbN	563503	564357	855	284	-1
SL1344_0551	ykgD	618746	619600	855	284	-1
SL1344_0562	manZ	633804	634658	855	284	-1
SL1344_0831	SL1344_0831	925875	926729	855	284	1
SL1344_1064	phoH	1170638	1171492	855	284	1
SL1344_1364	ydhO	1466973	1467827	855	284	-1
SL1344_1700	kdsA	1827260	1828114	855	284	-1
SL1344_3226	gatY	3443310	3444164	855	284	1
SL1344_3295	yhbJ	3508225	3509079	855	284	1
SL1344_3533	rpoH	3757249	3758103	855	284	-1
SL1344_4320	sgaU	4648679	4649533	855	284	1
SL1344_0223	cdsA	260122	260979	858	285	1
SL1344_0585	entB	658552	659409	858	285	1
SL1344_0911	focA	1014005	1014862	858	285	-1
SL1344_1223	SL1344_1223	1323371	1324228	858	285	1
SL1344_1426	SL1344_1426	1529785	1530642	858	285	-1
SL1344_2171	yeiG	2289158	2290015	858	285	1
SL1344_2180	nfo	2300375	2301232	858	285	1
SL1344_2182	fruK	2303002	2303859	858	285	-1
SL1344_2276	menB	2411715	2412572	858	285	-1
SL1344_2702	SL1344_2702	2883631	2884488	858	285	-1
SL1344_3702	SL1344_3702	3949748	3950605	858	285	-1
SL1344_3734	SL1344_3734	3990971	3991828	858	285	-1
SL1344_4269	yjeJ	4597983	4598840	858	285	-1
SL1344_1601	SL1344_1601	1721249	1722107	859	285,3333333	1
SL1344_0167	speE	195012	195872	861	286	-1
SL1344_0421	phnU	479646	480506	861	286	-1
SL1344_0458	tesB	521768	522628	861	286	-1
SL1344_0889	SL1344_0889	984913	985773	861	286	-1
SL1344_1259	SL1344_1259	1360589	1361449	861	286	-1
SL1344_1382	pdxY	1481673	1482533	861	286	1
SL1344_1761	SL1344_1761	1887926	1888786	861	286	1
SL1344_2121	yegV	2236361	2237221	861	286	1
SL1344_2843	sitC	3030679	3031539	861	286	1
SL1344_3043	yggB	3249144	3250004	861	286	-1
SL1344_3641	sgbU	3884426	3885286	861	286	1
SL1344_3746	SL1344_3746	4001143	4002003	861	286	-1
SL1344_0407	tsx	467023	467886	864	287	-1
SL1344_0904	dmsC	1004962	1005825	864	287	1
SL1344_1162	potB	1267325	1268188	864	287	-1
SL1344_2178	yeiE	2298263	2299126	864	287	-1
SL1344_2449	SL1344_2449	2598826	2599689	864	287	-1
SL1344_2489	SL1344_2489	2658338	2659201	864	287	-1
SL1344_2998	SL1344_2998	3202421	3203284	864	287	-1
SL1344_3236	yraL	3453105	3453968	864	287	-1
SL1344_3680	rfaK	3930875	3931738	864	287	-1
SL1344_3701	yicC	3948835	3949698	864	287	1
SL1344_3833	atpG	4096831	4097694	864	287	-1
SL1344_3959	SL1344_3959	4243537	4244400	864	287	-1
SL1344_4492	yjjW	4839369	4840232	864	287	-1
SL1344_0535	folD	602190	603056	867	288	-1
SL1344_1293	aroE	1397273	1398139	867	288	-1
SL1344_1853	cheR	1971303	1972169	867	288	-1
SL1344_2398	pdxK	2545270	2546136	867	288	-1
SL1344_2535	SL1344_2535	2716192	2717058	867	288	-1
SL1344_2754	SL1344_2754	2933553	2934419	867	288	1
SL1344_3114	yghU	3325133	3325999	867	288	1
SL1344_3149	SL1344_3149	3360020	3360886	867	288	-1
SL1344_0061	citE2	70003	70872	870	289	1
SL1344_0721	sucD	806488	807357	870	289	1
SL1344_1606	SL1344_1606	1725658	1726527	870	289	-1
SL1344_1821	hexR	1939052	1939921	870	289	1
SL1344_2101	alkA	2209204	2210073	870	289	-1
SL1344_2227	napH	2352576	2353445	870	289	-1
SL1344_2413	amiA	2558049	2558918	870	289	1
SL1344_3431	prkB	3635451	3636320	870	289	1
SL1344_4128	yjbC	4436768	4437637	870	289	1
SL1344_4513	rob	4863246	4864115	870	289	-1
SL1344_1453	yneJ	1557061	1557933	873	290	-1
SL1344_2835	hypB	3022799	3023671	873	290	1
SL1344_3973	rbn	4258780	4259652	873	290	1
SL1344_4171	ubiA	4476501	4477373	873	290	1
SL1344_1027	pipB	1132772	1133647	876	291	-1
SL1344_1651	yciL	1772657	1773532	876	291	-1
SL1344_1808	SL1344_1808	1926234	1927109	876	291	-1
SL1344_2405	cysW	2551433	2552308	876	291	-1
SL1344_2744	SL1344_2744	2923005	2923880	876	291	1
SL1344_2980	lgt	3180280	3181155	876	291	-1
SL1344_3308	nanK	3526322	3527197	876	291	-1
SL1344_4027	yneB	4309589	4310464	876	291	1
SL1344_4251	rtsA	4581462	4582337	876	291	-1
SL1344_P1_0091	SL1344_P1_0091	84419	85294	876	291	1
SL1344_0326	SL1344_0326	374315	375193	879	292	1
SL1344_0512	garRa	579626	580504	879	292	1
SL1344_0656	ybeX	731141	732019	879	292	-1
SL1344_1662	katN	1783786	1784664	879	292	1
SL1344_2072	rfbA	2173385	2174263	879	292	-1
SL1344_2250	SL1344_2250	2384252	2385130	879	292	1
SL1344_2452	dapA	2601759	2602637	879	292	-1
SL1344_2509	SL1344_2509	2683100	2683978	879	292	1
SL1344_2655	ppnK	2833488	2834366	879	292	1
SL1344_3107	SL1344_3107	3313848	3314726	879	292	-1
SL1344_3248	yhbV	3461982	3462860	879	292	1
SL1344_3796	dgoK	4053694	4054572	879	292	-1
SL1344_3957	SL1344_3957	4241419	4242297	879	292	-1
SL1344_3968	yihT	4254301	4255179	879	292	-1
SL1344_4064	pflC	4352515	4353393	879	292	1
SL1344_1065	SL1344_1065	1171598	1172479	882	293	-1
SL1344_1244	SL1344_1244	1345970	1346851	882	293	-1
SL1344_1653	trpH	1774261	1775142	882	293	-1
SL1344_1773	htpX	1897627	1898508	882	293	-1
SL1344_1800	mig3	1921044	1921925	882	293	-1
SL1344_3356	prmA	3575149	3576030	882	293	1
SL1344_3646	SL1344_3646	3890995	3891876	882	293	1
SL1344_3703	SL1344_3703	3950724	3951605	882	293	1
SL1344_P1_0099	repA	91053	91934	882	293	-1
SL1344_0639	SL1344_0639	713003	713887	885	294	1
SL1344_1224	yeaD	1324327	1325211	885	294	-1
SL1344_1499	fdnH	1606397	1607281	885	294	-1
SL1344_2109	SL1344_2109	2223562	2224446	885	294	1
SL1344_2160	cdd	2276882	2277766	885	294	1
SL1344_2382	xapR	2530110	2530994	885	294	-1
SL1344_3131	yghA	3339283	3340167	885	294	1
SL1344_3254	nlpI	3468958	3469842	885	294	-1
SL1344_3359	yhdJ	3578064	3578948	885	294	1
SL1344_3465	hslO	3675002	3675886	885	294	1
SL1344_3909	rarD	4181608	4182492	885	294	-1
SL1344_4366	iolH	4700822	4701706	885	294	1
SL1344_0363	prpB	417463	418350	888	295	1
SL1344_0807	ybiF	897554	898441	888	295	-1
SL1344_1461	SL1344_1461	1564881	1565768	888	295	-1
SL1344_2174	SL1344_2174	2291982	2292869	888	295	1
SL1344_2847	hilC	3034683	3035570	888	295	-1
SL1344_3522	ugpA	3746732	3747619	888	295	-1
SL1344_3868	ilvY	4137871	4138758	888	295	-1
SL1344_4206	SL1344_4206	4530678	4531565	888	295	-1
SL1344_0194	fhuD	226770	227660	891	296	1
SL1344_0433	cyoE	492840	493730	891	296	-1
SL1344_0740	SL1344_0740	825709	826599	891	296	1
SL1344_0835	SL1344_0835	931284	932174	891	296	-1
SL1344_1289	ydiP	1392590	1393480	891	296	1
SL1344_1624	sapC	1743130	1744020	891	296	1
SL1344_3055	SL1344_3055	3261364	3262254	891	296	-1
SL1344_3221	garRb	3437158	3438048	891	296	-1
